TAID,Pubchem CID,IUPAC Name,SMILES,Canonical SMILES,InChIKey,LC50DM
TOX-5246,7463,1-methyl-4-propan-2-ylbenzene,Cc1ccc(C(C)C)cc1,Cc1ccc(C(C)C)cc1,HFPZCAJZSCWRBC-UHFFFAOYSA-N,4.3150001
TOX-5254,7473,1-methyl-4-nitrobenzene,Cc1ccc([N+](=O)[O-])cc1,Cc1ccc([N+](=O)[O-])cc1,ZPTVNYMJQHSSEA-UHFFFAOYSA-N,4.0599999
TOX-5255,7474,1-chloro-4-nitrobenzene,O=[N+]([O-])c1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1,CZGCEKJOLUNIFY-UHFFFAOYSA-N,4.3099999
TOX-5257,980,4-nitrophenol,O=[N+]([O-])c1ccc(O)cc1,O=[N+]([O-])c1ccc(O)cc1,BTJIUGUIPKRLHP-UHFFFAOYSA-N,4.072
TOX-5274,7500,ethylbenzene,CCc1ccccc1,CCc1ccccc1,YNQLUTRBYVCPMQ-UHFFFAOYSA-N,3.7609999
TOX-5280,240,benzaldehyde,O=Cc1ccccc1,O=Cc1ccccc1,HUMNYLRZRPPJDN-UHFFFAOYSA-N,3.9760001
TOX-5310,7547,"1-(4-chlorophenyl)-3-(3,4-dichlorophenyl)urea",O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1,ICUTUKXCWQYESQ-UHFFFAOYSA-N,7.4780002
TOX-5335,7583,phenoxybenzene,c1ccc(Oc2ccccc2)cc1,c1ccc(Oc2ccccc2)cc1,USIUVYZYUHIAEV-UHFFFAOYSA-N,5.4050002
TOX-5348,700999,"1,3-diphenylthiourea",S=C(Nc1ccccc1)Nc1ccccc1,S=C(Nc1ccccc1)Nc1ccccc1,FCSHMCFRCYZTRQ-UHFFFAOYSA-N,3.5320001
TOX-5381,7641,bis(2-ethylhexyl) hexanedioate,CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,SAOKZLXYCUGLFA-UHFFFAOYSA-N,5.7490001
TOX-5405,21609,N-ethylcyclohexanamine,CCNc1ccccc1,CCNc1ccccc1,AGVKXDPPPSLISR-UHFFFAOYSA-N,5.46
TOX-5415,676454,phenylthiourea,NC(=S)Nc1ccccc1,NC(=S)Nc1ccccc1,FULZLIGZKMKICU-UHFFFAOYSA-N,3.4119999
TOX-5454,7732,4-methoxyaniline,COc1ccc(N)cc1,COc1ccc(N)cc1,BHAAPTBBJKJZER-UHFFFAOYSA-N,5.572
TOX-5471,7749,ethyl propanoate,CCOC(=O)CC,CCOC(=O)CC,FKRCODPIKNYEAC-UHFFFAOYSA-N,2.8369999
TOX-5482,2735009,"1,3-diethylthiourea",CCNC(=S)NCC,CCNC(=S)NCC,FLVIGYVXZHLUHP-UHFFFAOYSA-N,2.836
TOX-5490,7771,"2,4-dimethylphenol",Cc1ccc(O)c(C)c1,Cc1ccc(O)c(C)c1,KUFFULVDNCHOFZ-UHFFFAOYSA-N,4.7649999
TOX-5518,7809,"1,4-xylene",Cc1ccc(C)cc1,Cc1ccc(C)cc1,URLKBWYHVLBVBO-UHFFFAOYSA-N,3.517
TOX-5521,7812,4-chloroaniline,Nc1ccc(Cl)cc1,Nc1ccc(Cl)cc1,QSNSCYSYFYORTR-UHFFFAOYSA-N,6.4070001
TOX-5547,7847,prop-2-enal,C=CC=O,C=CC=O,HGINCPLSRVDWNT-UHFFFAOYSA-N,5.8299999
TOX-5548,7848,propane-1-thiol,CCCS,CCCS,SUVIGLJNEAMWEG-UHFFFAOYSA-N,6.1040001
TOX-5551,34,2-chloroethanol,OCCCl,OCCCl,SZIFAVKTNFCBPC-UHFFFAOYSA-N,2.582
TOX-5554,7853,prop-2-en-1-amine,C=CCN,C=CCN,VVJKKWFAADXIJK-UHFFFAOYSA-N,3.128
TOX-5556,7855,prop-2-enenitrile,C=CC#N,C=CC#N,NLHHRLWOUZZQLW-UHFFFAOYSA-N,3.7839999
TOX-5558,3301,"ethane-1,2-diamine",NCCN,NCCN,PIICEJLVQHRZGT-UHFFFAOYSA-N,3.3559999
TOX-5593,264,butanoic acid,CCCC(=O)O,CCCC(=O)O,FERIUCNNQQJTOY-UHFFFAOYSA-N,3.1600001
TOX-5604,7912,N-propan-2-ylpropan-2-amine,CC(C)NC(C)C,CC(C)NC(C)C,UAOMVDZJSHZZME-UHFFFAOYSA-N,2.3540001
TOX-5618,11566,3-methylcyclohexan-1-ol,Cc1cccc(O)c1,Cc1cccc(O)c1,HTSABYAWKQAHBT-UHFFFAOYSA-N,3.76
TOX-5620,7932,3-chloroaniline,Nc1cccc(Cl)c1,Nc1cccc(Cl)c1,PNPCRKVUWYDDST-UHFFFAOYSA-N,6.1059999
TOX-5622,7934,3-methylaniline,Cc1cccc(N)c1,Cc1cccc(N)c1,JJYPMNFTHPTTDI-UHFFFAOYSA-N,5.1669998
TOX-5669,2723622,"1,3-dibutylthiourea",CCCCNC(=S)NCCCC,CCCCNC(=S)NCCCC,KFFQABQEJATQAT-UHFFFAOYSA-N,3.756
TOX-5741,8079,cyclohexene,C1=CCCCC1,C1=CCCCC1,HGCIXCUEYOPUTN-UHFFFAOYSA-N,3.941
TOX-5772,8113,2-(2-hydroxyethylamino)ethanol,OCCNCCO,OCCNCCO,ZBCBWPMODOFKDW-UHFFFAOYSA-N,2.98
TOX-5774,8115,1-chloro-2-(2-chloroethoxy)ethane,ClCCOCCCl,ClCCOCCCl,ZNSMNVMLTJELDZ-UHFFFAOYSA-N,2.7750001
TOX-5787,8129,heptan-1-ol,CCCCCCCO,CCCCCCCO,BBMCTIGTTCKYKF-UHFFFAOYSA-N,3.233
TOX-5796,8146,2-(2-ethoxyethoxy)ethanol,CCOCCOCCO,CCOCCOCCO,XXJWXESWEXIICW-UHFFFAOYSA-N,1.531
TOX-5797,8147,1-chloro-2-(2-chloroethoxymethoxy)ethane,ClCCOCOCCCl,ClCCOCOCCCl,NLXGURFLBLRZRO-UHFFFAOYSA-N,2.9349999
TOX-5811,8172,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,OCCOCCOCCO,OCCOCCOCCO,ZIBGPFATKBEMQZ-UHFFFAOYSA-N,0.51999998
TOX-5843,4944,(2-propan-2-yloxyphenyl) N-methylcarbamate,CNC(=O)Oc1ccccc1OC(C)C,CNC(=O)Oc1ccccc1OC(C)C,ISRUGXGCCGIOQO-UHFFFAOYSA-N,5.2199998
TOX-5853,3224,"1,9,10,11,12,12-hexachloro-4,6-dioxa-5lambda4-thiatricyclo[7.2.1.02,8]dodec-10-ene 5-oxide",O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,RDYMFSUJUZBWLH-UHFFFAOYSA-N,6.1259999
TOX-5854,8267,"(1,7,7-trimethyl-2-bicyclo[2.2.1]heptanyl) 2-thiocyanatoacetate",CC1(C)C2CCC1(C)C(OC(=O)CSC#N)C2,CC1(C)C2CCC1(C)C(OC(=O)CSC#N)C2,IXEVGHXRXDBAOB-UHFFFAOYSA-N,6.4489999
TOX-5867,3034145,cyclohexyl diphenyl phosphate,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,CPKKNIYMTSBFIQ-UHFFFAOYSA-N,5.5139999
TOX-5882,8305,"1,2,4-trichloro-5-(4-chlorophenyl)sulfonylbenzene",O=S(=O)(c1ccc(Cl)cc1)c1cc(Cl)c(Cl)cc1Cl,O=S(=O)(c1ccc(Cl)cc1)c1cc(Cl)c(Cl)cc1Cl,MLGCXEBRWGEOQX-UHFFFAOYSA-N,4.711
TOX-5924,1483,"2,4,6-tribromophenol",Oc1c(Br)cc(Br)cc1Br,Oc1c(Br)cc(Br)cc1Br,BSWWXRFVMJHFBN-UHFFFAOYSA-N,6.9060001
TOX-5946,8405,isoquinoline,c1ccc2cnccc2c1,c1ccc2cnccc2c1,AWJUIBRHMBBTKR-UHFFFAOYSA-N,3.711
TOX-5985,798,1H-indole,c1ccc2[nH]ccc2c1,c1ccc2[nH]ccc2c1,SIKJAQJRHWYJAI-UHFFFAOYSA-N,5.0689998
TOX-5991,13,"1,2,4-trichlorobenzene",Clc1ccc(Cl)c(Cl)c1,Clc1ccc(Cl)c(Cl)c1,PBKONEOXTCPAFI-UHFFFAOYSA-N,4.6550002
TOX-5992,8449,"2,4-dichlorophenol",Oc1ccc(Cl)cc1Cl,Oc1ccc(Cl)cc1Cl,HFZWRUODUSTPEG-UHFFFAOYSA-N,4.7969999
TOX-5996,8453,imidazolidin-2-one,O=C1NCCN1,O=C1NCCN1,YAMHXTCMCPHKLN-UHFFFAOYSA-N,1.187
TOX-6004,8461,"1-methyl-2,4-dinitrobenzene",Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],RMBFBMJGBANMMK-UHFFFAOYSA-N,3.7160001
TOX-6023,8489,1-chloro-3-nitrobenzene,O=[N+]([O-])c1cccc(Cl)c1,O=[N+]([O-])c1cccc(Cl)c1,KMAQZIILEGKYQZ-UHFFFAOYSA-N,3.839
TOX-6027,8492,2-chloro-4-nitroaniline,Nc1ccc([N+](=O)[O-])cc1Cl,Nc1ccc([N+](=O)[O-])cc1Cl,LOCWBQIWHWIRGN-UHFFFAOYSA-N,4.4889998
TOX-6038,31200,dimethoxy-(3-methyl-4-nitrophenoxy)-sulfanylidene-lambda5-phosphane,COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,ZNOLGFHPUIJIMJ-UHFFFAOYSA-N,7.7529998
TOX-6156,31357,tributyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,CCCCOP(=O)(OCCCC)OCCCC,STCOOQWBFONSKY-UHFFFAOYSA-N,4.8629999
TOX-6197,31423,pyrene,c1cc2ccc3cccc4ccc(c1)c2c34,c1cc2ccc3cccc4ccc(c1)c2c34,BBEAQIROQSPTKN-UHFFFAOYSA-N,6.0370002
TOX-6218,8554,"dimethyl benzene-1,2-dicarboxylate",COC(=O)c1ccccc1C(=O)OC,COC(=O)c1ccccc1C(=O)OC,NIQCNGHVCWTJSM-UHFFFAOYSA-N,3.77
TOX-6239,3023,dibenzothiophene,c1ccc2c(c1)sc1ccccc12,c1ccc2c(c1)sc1ccccc12,IYYZUPMFVPLQIF-UHFFFAOYSA-N,5.6199999
TOX-6377,8857,ethyl acetate,CCOC(C)=O,CCOC(C)=O,XEKOWRVHYACXOJ-UHFFFAOYSA-N,2.0780001
TOX-6381,1269845,2-sulfanylidene-1H-pyrimidin-4-one,O=c1cc[nH]c(=S)[nH]1,O=c1cc[nH]c(=S)[nH]1,ZEMGGZBWXRYJHK-UHFFFAOYSA-N,4.2210002
TOX-6391,8881,"1,3-dichloropropane",ClCCCCl,ClCCCCl,YHRUOJUYPBUZOS-UHFFFAOYSA-N,2.6059999
TOX-6405,8909,1-butoxybutane,CCCCOCCCC,CCCCOCCCC,DURPTKYDGMDSBL-UHFFFAOYSA-N,3.7
TOX-6447,3092,"2-methyl-3,5-dinitrobenzamide",Cc1c(C(N)=O)cc([N+](=O)[O-])cc1[N+](=O)[O-],Cc1c(C(N)=O)cc([N+](=O)[O-])cc1[N+](=O)[O-],ZEFNOZRLAWVAQF-UHFFFAOYSA-N,3.135
TOX-6456,697993,"3H-1,3-benzothiazole-2-thione",S=c1[nH]c2ccccc2s1,S=c1[nH]c2ccccc2s1,YXIWHUQXZSMYRE-UHFFFAOYSA-N,4.494
TOX-6461,9007,3-methoxyphenol,COc1cccc(O)c1,COc1cccc(O)c1,ASHGTJPOSUFTGB-UHFFFAOYSA-N,3.48
TOX-6524,9154,fluoranthene,c1ccc2c(c1)-c1cccc3cccc-2c13,c1ccc2c(c1)-c1cccc3cccc-2c13,GVEPBJHOBDJJJI-UHFFFAOYSA-N,6.2600002
TOX-6536,9215,acridine,c1ccc2nc3ccccc3cc2c1,c1ccc2nc3ccccc3cc2c1,DZBUGLKDJFMEHC-UHFFFAOYSA-N,4.8920002
TOX-6578,4130,dimethoxy-(4-nitrophenoxy)-sulfanylidene-lambda5-phosphane,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,RLBIQVVOMOPOHC-UHFFFAOYSA-N,7.2360001
TOX-6644,9395,diethyl (4-nitrophenyl) phosphate,CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,WYMSBXTXOHUIGT-UHFFFAOYSA-N,9.1610003
TOX-6734,3017,diethoxy-(6-methyl-2-propan-2-ylpyrimidin-4-yl)oxy-sulfanylidene-lambda5-phosphane,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,FHIVAFMUCKRCQO-UHFFFAOYSA-N,8.1820002
TOX-7389,1274030,2-sulfanylideneimidazolidin-4-one,O=C1CNC(=S)N1,O=C1CNC(=S)N1,UGWULZWUXSCWPX-UHFFFAOYSA-N,3.7679999
TOX-7413,10477,carbononitridic chloride,N#CCl,N#CCl,QPJDMGCKMHUXFD-UHFFFAOYSA-N,6.151
TOX-7629,10824,3-methoxyaniline,COc1cccc(N)c1,COc1cccc(N)c1,NCBZRJODKRCREW-UHFFFAOYSA-N,5.6430001
TOX-7689,10943,"1,3-dichlorobenzene",Clc1cccc(Cl)c1,Clc1cccc(Cl)c1,ZPQOPVIELGIULI-UHFFFAOYSA-N,4.3099999
TOX-7784,11123,"2,4-dichloroaniline",Nc1ccc(Cl)cc1Cl,Nc1ccc(Cl)cc1Cl,KQCMTOWTPBNWDB-UHFFFAOYSA-N,5.434
TOX-7808,11167,methylimino(sulfanylidene)methane,CN=C=S,CN=C=S,LGDSHSYDSCRFAB-UHFFFAOYSA-N,5.4169998
TOX-7886,11335,"2,6-dimethylphenol",Cc1cccc(C)c1O,Cc1cccc(C)c1O,NXXYKOUNUYWIHA-UHFFFAOYSA-N,4.0380001
TOX-7898,11357,2-ethylaniline,CCc1ccccc1N,CCc1ccccc1N,MLPVBIWIRCKMJV-UHFFFAOYSA-N,4.178
TOX-7943,11463,1-methyl-4-propan-2-ylidenecyclohexene,CC1=CCC(=C(C)C)CC1,CC1=CCC(=C(C)C)CC1,MOYAFQVGZZPNRA-UHFFFAOYSA-N,4.7280002
TOX-7959,11504,4-ethylaniline,CCc1ccc(N)cc1,CCc1ccc(N)cc1,HRXZRAXKKNUKRF-UHFFFAOYSA-N,6.1290002
TOX-8056,11712,"1,1,2-tribromoethene",BrC=C(Br)Br,BrC=C(Br)Br,OZVJKTHTULCNHB-UHFFFAOYSA-N,4.329
TOX-8058,2723704,methylthiourea,CNC(N)=S,CNC(N)=S,KQJQICVXLJTWQD-UHFFFAOYSA-N,3.977
TOX-8078,11761,"1-methyl-2,3-dinitrobenzene",Cc1cccc([N+](=O)[O-])c1[N+](=O)[O-],Cc1cccc([N+](=O)[O-])c1[N+](=O)[O-],DYSXLQBUUOPLBB-UHFFFAOYSA-N,5.441
TOX-8123,11855,"1,2,3,4,5-pentachlorobenzene",Clc1cc(Cl)c(Cl)c(Cl)c1Cl,Clc1cc(Cl)c(Cl)c(Cl)c1Cl,CEOCDNVZRAIOQZ-UHFFFAOYSA-N,4.6739998
TOX-8124,11859,"3,4,5-trichlorophenol",Oc1cc(Cl)c(Cl)c(Cl)c1,Oc1cc(Cl)c(Cl)c(Cl)c1,GBNHEBQXJVDXSW-UHFFFAOYSA-N,5.4629998
TOX-8264,2346,isothiocyanatomethylbenzene,S=C=NCc1ccccc1,S=C=NCc1ccccc1,MDKCFLQDBWCQCV-UHFFFAOYSA-N,6.54
TOX-8312,3032338,ethylthiourea,CCNC(N)=S,CCNC(N)=S,GMEHFXXZSWDEDB-UHFFFAOYSA-N,3.872
TOX-8380,12418,"1,1,1,2-tetrachloroethane",ClCC(Cl)(Cl)Cl,ClCC(Cl)(Cl)Cl,QVLAWKAXOMEXPM-UHFFFAOYSA-N,3.845
TOX-8394,12437,"1,1,3,3-tetramethylurea",CN(C)C(=O)N(C)C,CN(C)C(=O)N(C)C,AVQQQNCBBIEMEU-UHFFFAOYSA-N,1.603
TOX-8405,12468,"1,2,3,5-tetrachlorobenzene",Clc1cc(Cl)c(Cl)c(Cl)c1,Clc1cc(Cl)c(Cl)c(Cl)c1,QZYNWJQFTJXIRN-UHFFFAOYSA-N,5.1329999
TOX-8490,8021,N-ethylethanamine,CCNCC,CCNCC,HPNMFZURTQLUMO-UHFFFAOYSA-N,3.1159999
TOX-8539,12679,N-[bis(dimethylamino)phosphoryl]-N-methylmethanamine,CN(C)P(=O)(N(C)C)N(C)C,CN(C)P(=O)(N(C)C)N(C)C,GNOIPBMMFNIUFM-UHFFFAOYSA-N,1.429
TOX-8586,61198,2-(2-nitrooxyethoxy)ethyl nitrate,O=[N+]([O-])OCCOCCO[N+](=O)[O-],O=[N+]([O-])OCCOCCO[N+](=O)[O-],LYAGTVMJGHTIDH-UHFFFAOYSA-N,3.3380001
TOX-8665,4933,"N-(3,4-dichlorophenyl)propanamide",CCC(=O)Nc1ccc(Cl)c(Cl)c1,CCC(=O)Nc1ccc(Cl)c(Cl)c1,LFULEKSKNZEWOE-UHFFFAOYSA-N,4.6389999
TOX-9108,13387,1-methylpyrrolidin-2-one,CN1CCCC1=O,CN1CCCC1=O,SECXISVLQFMRJM-UHFFFAOYSA-N,4.9060001
TOX-9309,13636,"2,3,5,6-tetrachlorophenol",Oc1c(Cl)c(Cl)cc(Cl)c1Cl,Oc1c(Cl)c(Cl)cc(Cl)c1Cl,KEWNKZNZRIAIAK-UHFFFAOYSA-N,5.6090002
TOX-9347,13676,ethoxy-ethyl-phenylsulfanyl-sulfanylidene-lambda5-phosphane,CCOP(=S)(CC)Sc1ccccc1,CCOP(=S)(CC)Sc1ccccc1,KVGLBTYUCJYMND-UHFFFAOYSA-N,7.96
TOX-9564,13905,"2-N,4-N-diethyl-6-methylsulfanyl-1,3,5-triazine-2,4-diamine",CCNc1nc(NCC)nc(SC)n1,CCNc1nc(NCC)nc(SC)n1,MGLWZSOBALDPEK-UHFFFAOYSA-N,3.6300001
TOX-9600,13930,"1,6,8,9,10,11,11-heptachloro-4-oxatetracyclo[6.2.1.02,7.03,5]undec-9-ene",ClC1=C(Cl)C2(Cl)C3C4OC4C(Cl)C3C1(Cl)C2(Cl)Cl,ClC1=C(Cl)C2(Cl)C3C4OC4C(Cl)C3C1(Cl)C2(Cl)Cl,ZXFXBSWRVIQKOD-UHFFFAOYSA-N,6.21
TOX-9612,13940,"1,9,10,11,12,12-hexachloro-4,6-dioxa-5lambda6-thiatricyclo[7.2.1.02,8]dodec-10-ene 5,5-dioxide",O=S1(=O)OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,O=S1(=O)OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,AAPVQEMYVNZIOO-UHFFFAOYSA-N,5.3000002
TOX-9719,3496,2-(phosphonomethylamino)acetic acid,O=C(O)CNCP(=O)(O)O,O=C(O)CNCP(=O)(O)O,XDDAORKBJWWYJS-UHFFFAOYSA-N,3.908
TOX-10173,1551919,butylthiourea,CCCCNC(N)=S,CCCCNC(N)=S,GMEGXJPUFRVCPX-UHFFFAOYSA-N,3.849
TOX-10237,14855,4-chloro-2-methylphenol,Cc1cc(Cl)ccc1O,Cc1cc(Cl)ccc1O,RHPUJHQBPORFGV-UHFFFAOYSA-N,5.6919999
TOX-10251,5569,"2,6-dinitro-N,N-dipropyl-4-(trifluoromethyl)aniline",CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],ZSDSQXJSNMTJDA-UHFFFAOYSA-N,6.2399998
TOX-10672,15788,"1,3,5-trichloro-2-(4-nitrophenoxy)benzene",O=[N+]([O-])c1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,O=[N+]([O-])c1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,XQNAUQUKWRBODG-UHFFFAOYSA-N,5.8759999
TOX-10767,15910,"2,4,5,6-tetrachlorobenzene-1,3-dicarbonitrile",N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,CRQQGFGUEAVUIL-UHFFFAOYSA-N,6.217
TOX-10835,15965,"4-amino-3,5,6-trichloropyridine-2-carboxylic acid",Nc1c(Cl)c(Cl)nc(C(=O)O)c1Cl,Nc1c(Cl)c(Cl)nc(C(=O)O)c1Cl,NQQVFXUMIDALNH-UHFFFAOYSA-N,3.678
TOX-10960,16115,"3-[4-(4-chlorophenoxy)phenyl]-1,1-dimethylurea",CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1,CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1,IVUXTESCPZUGJC-UHFFFAOYSA-N,4.994
TOX-11510,16741,2-isothiocyanatoethylbenzene,S=C=NCCc1ccccc1,S=C=NCCc1ccccc1,IZJDOKYDEWTZSO-UHFFFAOYSA-N,6.099
TOX-11597,2779938,"1,1,3-trimethylthiourea",CNC(=S)N(C)C,CNC(=S)N(C)C,JAEZSIYNWDWMMN-UHFFFAOYSA-N,2.1860001
TOX-11691,17343,"2,3,4,5-tetrachloro-6-methoxyphenol",COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,YZZVKLJKDFFSFL-UHFFFAOYSA-N,6.2719998
TOX-11711,17368,"dipropylcarbamothioylsulfanyl N,N-dipropylcarbamodithioate",CCCN(CCC)C(=S)SSC(=S)N(CCC)CCC,CCCN(CCC)C(=S)SSC(=S)N(CCC)CCC,ICEXLMACENYGPP-UHFFFAOYSA-N,6.1859999
TOX-11929,1486,"2-(2,4-dichlorophenoxy)acetic acid",O=C(O)COc1ccc(Cl)cc1Cl,O=C(O)COc1ccc(Cl)cc1Cl,OVSKIKFHRZPJSS-UHFFFAOYSA-N,3.4990001
TOX-12028,17725,"1,1,3,3-tetramethylthiourea",CN(C)C(=S)N(C)C,CN(C)C(=S)N(C)C,MNOILHPDHOHILI-UHFFFAOYSA-N,2.2349999
TOX-12260,2730,"diethoxy-sulfanylidene-(3,5,6-trichloropyridin-2-yl)oxy-lambda5-phosphane",CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,SBPBAQFWLVIOKP-UHFFFAOYSA-N,8.5450001
TOX-12971,19076,1-chloro-4-[1-(4-chlorophenyl)ethyl]benzene,CC(c1ccc(Cl)cc1)c1ccc(Cl)cc1,CC(c1ccc(Cl)cc1)c1ccc(Cl)cc1,KTEARTXATWOYDB-UHFFFAOYSA-N,6.8559999
TOX-13550,19958,"1,4-diisothiocyanatobenzene",S=C=Nc1ccc(N=C=S)cc1,S=C=Nc1ccc(N=C=S)cc1,OMWQUXGVXQELIX-UHFFFAOYSA-N,6.3969998
TOX-14367,8758,2-[bis(carboxymethyl)amino]acetic acid,O=C(O)CN(CC(=O)O)CC(=O)O,O=C(O)CN(CC(=O)O)CC(=O)O,MGFYIUFZLHCRTH-UHFFFAOYSA-N,2.7360001
TOX-14587,271605,"2,3,14-trihydroxy-10,13-dimethyl-17-(2,3,6-trihydroxy-6-methylheptan-2-yl)-2,3,4,5,9,11,12,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-6-one",CC(C)(O)CCC(O)C(C)(O)C1CCC2(O)C3=CC(=O)C4CC(O)C(O)CC4(C)C3CCC12C,CC(C)(O)CCC(O)C(C)(O)C1CCC2(O)C3=CC(=O)C4CC(O)C(O)CC4(C)C3CCC12C,NKDFYOWSKOHCCO-UHFFFAOYSA-N,5.2909999
TOX-15850,22772,thiocyanatomethyl thiocyanate,N#CSCSC#N,N#CSCSC#N,JWZXKXIUSSIAMR-UHFFFAOYSA-N,6.2509999
TOX-17426,4096,[amino(methylsulfanyl)phosphoryl]oxymethane,COP(N)(=O)SC,COP(N)(=O)SC,NNKVPIKMPCQWCG-UHFFFAOYSA-N,6.618
TOX-17849,5993,"1,3,4,7,8,9,10,10-octachlorotricyclo[5.2.1.02,6]dec-8-ene",ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl,ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl,BIWJNBZANLAXMG-UHFFFAOYSA-N,6.6199999
TOX-19588,27159,S-[3-carbamoylsulfanyl-2-(dimethylamino)propyl] carbamothioate,CN(C)C(CSC(N)=O)CSC(N)=O,CN(C)C(CSC(N)=O)CSC(N)=O,IRUJZVNXZWPBMU-UHFFFAOYSA-N,7.375
