HSI #,Site Name,Lattitude,Longitude,Address,City,County,List Date,Class,Site Summary,Investigation/ Cleanup Funding,Icon
10769,Lanier Plaza Shopping Center,31.15917,-81.47917,1919-1945 Glynn Avenue,Brunswick,Glynn,8/28/03,I,https://epd.georgia.gov/document/pdf/23-10769/download,RP,small_red
10771,MENA Rockmart Facility,34.01389,-85.06389,308 Prospect Road,Rockmart,Polk,10/16/03,V,https://epd.georgia.gov/document/pdf/23-10771/download,RP,small_red
10775,"Pennington Seed, Inc. Warehouse (Former)",32.21083,-82.39000,1609 US Highway 280 (aka E First St.),Vidalia,Toombs,3/10/04,V,https://epd.georgia.gov/document/pdf/23-10775/download,RP,small_red
10776,Arthur C. Curtis Property,33.91694,-84.24361,2425 Pleasantdale Road,Doraville,Gwinnett,3/26/03,II,https://epd.georgia.gov/document/pdf/23-10776/download,RP,small_red
10782,"Polymer Specialties, Inc.",34.98111,-85.43500,203 Hooker Cemetery Road,Wildwood,Dade,6/23/04,I,https://epd.georgia.gov/document/pdf/23-10782/download,RP,small_red
10783,"Amercord, Inc.",31.92444,-82.68278,Ocmulgee Street Industrial Complex,Lumber City,Telfair,6/23/04,I,https://epd.georgia.gov/document/pdf/23-10783/download,A,small_yellow
10784,"B & M Wood Products, Inc.",31.12694,-82.58306,4137 Manor Millwood Road,Manor,Ware,6/29/04,IV,https://epd.georgia.gov/document/pdf/23-10784/download,RP,small_red
10788,Southside Cleaners,31.97361,-81.13306,12405 White Bluff Road,Savannah,Chatham,9/8/04,V,https://epd.georgia.gov/document/pdf/23-10788/download,RP,small_red
10789,"Dry Clean, USA",31.98167,-81.14806,11434 Abercorn Street,Savannah,Chatham,8/31/04,I,https://epd.georgia.gov/document/pdf/23-10789/download,A,small_yellow
10790,Love Your Clothes Cleaners,34.01306,-84.49278,2520 E. Piedmont Road,Marietta,Cobb,9/2/04,V,https://epd.georgia.gov/document/pdf/23-10790/download,A,small_yellow
10792,"Amrep, Inc. - Marietta",33.97583,-84.53944,990 Industrial Park Drive,Marietta,Cobb,9/3/04,II,https://epd.georgia.gov/document/pdf/23-10792/download,RP,small_red
10797,Weddington Estate,33.76056,-84.50500,184 Fairburn Road NW,Atlanta,Fulton,3/11/05,I,https://epd.georgia.gov/document/pdf/23-10797/download,A,small_yellow
10798,Tara Shopping Center,33.52000,-84.36278,8564 Tara Boulevard,Jonesboro,Clayton,4/26/05,V,https://epd.georgia.gov/document/pdf/23-10798/download,RP,small_red
10799,"Concord Fabrics, Inc.",33.08722,-83.28472,80 Highway 22 West,Milledgeville,Baldwin,5/13/05,V,https://epd.georgia.gov/document/pdf/23-10799/download,RP,small_red
10804,Cork's Fabricare,31.22333,-81.47833,6199 Altama Avenue,Brunswick,Glynn,6/1/05,I,https://epd.georgia.gov/document/pdf/23-10804/download,RP,small_red
10808,Lowe's Home Improvement Warehouse,33.55083,-84.41389,7458 Highway 85,Riverdale,Clayton,7/19/05,V,https://epd.georgia.gov/document/pdf/23-10808/download,RP,small_red
10810,Pineview Plaza Shopping Center,33.58694,-84.47278,6149 Old National Highway,College Park,Fulton,7/21/05,I,https://epd.georgia.gov/document/pdf/23-10810/download,RP,small_red
10812,All Rental,33.93361,-84.21889,6045 Buford Highway,Norcross,Gwinnett,7/27/05,I,https://epd.georgia.gov/document/pdf/23-10812/download,RP,small_red
10813,Franklin Street Site,33.80778,-84.64333,6000 Franklin Street,Austell,Cobb,7/27/05,V,https://epd.georgia.gov/document/pdf/23-10813/download,A,small_yellow
10814,Jack's Cleaners,34.04056,-84.47750,2520 Shallowford Road,Marietta,Cobb,9/13/05,II,https://epd.georgia.gov/document/pdf/23-10814/download,RP,small_red
10815,Hometown Cleaners (Former),33.58194,-83.48417,1281 Atlanta Hwy,Madison,Morgan,9/21/05,I,https://epd.georgia.gov/document/pdf/23-10815/download,A,small_yellow
10816,Rolling Hills Landfill,33.61556,-84.41639,664 Lees Mills Road,College Park,Clayton,10/11/05,IV,https://epd.georgia.gov/document/pdf/23-10816/download,RP,small_red
10817,Klouda Estate,32.55778,-83.84194,GA Hwy. 96 and Fullwood Road,Fort Valley,Peach,10/25/05,II,https://epd.georgia.gov/document/pdf/23-10817/download,RP,small_red
10818,Estech General Chemicals Albany,31.59806,-84.15417,1600 North Jackson Street,Albany,Dougherty,10/28/05,II,https://epd.georgia.gov/document/pdf/23-10818/download,RP,small_red
10819,VIP Cleaners (former),33.94139,-84.16417,4601 Satellite Blvd,Duluth,Gwinnett,10/31/05,V,https://epd.georgia.gov/document/pdf/23-10819/download,RP,small_red
10825,"Coats American, Inc.",34.97750,-85.29389,122 Maple Street,Rossville,Walker,12/13/05,II,https://epd.georgia.gov/document/pdf/23-10825/download,RP,small_red
10826,Chase Road Property,34.51778,-83.51194,522 Chase Road,Cornelia,Habersham,1/31/06,I,https://epd.georgia.gov/document/pdf/23-10826/download,RP,small_red
10829,Square D Company (Former),33.79278,-84.43000,1401 Marietta Blvd. NW,Atlanta,Fulton,1/13/06,II,https://epd.georgia.gov/document/pdf/23-10829/download,RP,small_red
10830,"Chemical Specialists and Development, Inc.",33.85194,-84.20278,2275 Tucker Industrial Road,Tucker,DeKalb,1/27/06,V,https://epd.georgia.gov/document/pdf/23-10830/download,RP,small_red
10834,"Thomas & Co., Inc.",33.26667,-84.25889,1010 North Hill Street,Griffin,Spalding,5/24/06,II,https://epd.georgia.gov/document/pdf/23-10834/download,L,small_green 
10837,Trinity Dry Cleaners,31.58667,-84.18472,1320 Dawson Road,Albany,Dougherty,6/23/06,II,https://epd.georgia.gov/document/pdf/23-10837/download,RP,small_red
10838,Hydro Aluminum,31.18000,-83.74194,371 Industrial Parkway,Moultrie,Colquitt,7/23/06,I,https://epd.georgia.gov/document/pdf/23-10838/download,RP,small_red
10839,Gibson - CR 50 Ph. 1 MSWLF,33.21083,-82.60944,County Road 50,Gibson,Glascock,6/28/06,IV,https://epd.georgia.gov/document/pdf/23-10839/download,L,small_green 
10840,Richmond County - Dean's Bridge Road,33.35000,-82.13694,4330 Dean's Bridge Road,Blythe,Richmond,7/28/06,IV,https://epd.georgia.gov/document/pdf/23-10840/download,L,small_green 
10843,Floyd County - Berryhill Road Sanitary Landfill,34.30889,-85.27778,0 Berryhill Road,Rome,Floyd,9/8/06,IV,https://epd.georgia.gov/document/pdf/23-10843/download,L,small_green 
10844,North Berkeley Lake Road Site,33.98333,-84.16861,North Berkeley Lake Road,Duluth,Gwinnett,9/25/06,V,https://epd.georgia.gov/document/pdf/23-10844/download,RP,small_red
10846,Robert Bosch Tool Corporation,34.52833,-83.28250,1241 Meadowbrook Drive,Toccoa,Stephens,9/30/06,V,https://epd.georgia.gov/document/pdf/23-10846/download,RP,small_red
10849,Toto Distribution (Former),32.08194,-81.11000,1000 Industry Drive,Savannah,Chatham,1/16/07,II,https://epd.georgia.gov/document/pdf/23-10849/download,RP,small_red
10851,"Stewart County Landfill, CR 145 S Ph 2 (SL)",32.03750,-84.77722,CR 145,Lumpkin,Stewart,4/24/07,IV,https://epd.georgia.gov/document/pdf/23-10851/download,L,small_green 
10852,Warren County - Shoals Street #2 MSWL,33.39889,-82.67111,597 Macon Hwy,Warrenton,Warren,4/24/07,IV,https://epd.georgia.gov/document/pdf/23-10852/download,L,small_green 
10853,Worth County SR 112 MSWL,31.55306,-83.79250,797 Ephesus Church Road,Sylvester,Worth,4/24/07,IV,https://epd.georgia.gov/document/pdf/23-10853/download,L,small_green 
10854,Calhoun County SR 45 Morgan (SL),31.53500,-84.65000,25753 Highway 45,Morgan,Calhoun,4/24/07,IV,https://epd.georgia.gov/document/pdf/23-10854/download,L,small_green 
10855,Paulding County - Gulledge Road MSWL,34.02000,-84.80083,75 County Services Lane,Dallas,Paulding,4/24/07,IV,https://epd.georgia.gov/document/pdf/23-10855/download,L,small_green 
10856,Harris County Hamilton Road E MSWL,32.74444,-84.81278,4078 Barnes Mill Road,Hamilton,Harris,4/24/07,IV,https://epd.georgia.gov/document/pdf/23-10856/download,L,small_green 
10857,Randolph County Brooksville Road Ph 1 MSWL,31.79611,-84.75056,2122 District Line Road,Cuthbert,Randolph,4/24/07,IV,https://epd.georgia.gov/document/pdf/23-10857/download,L,small_green 
10858,Decatur County SR 309 MSWL,30.83694,-84.56778,SR 309 (West Street and Fowlston Road),Bainbridge,Decatur,4/24/07,IV,https://epd.georgia.gov/document/pdf/23-10858/download,L,small_green 
10859,Walker County Marble Top Road MSWL,34.83528,-85.36500,5120 Marble Top Road,Chickamauga,Walker,4/24/07,IV,https://epd.georgia.gov/document/pdf/23-10859/download,L,small_green 
10860,Schley County CR 65 MSWL,32.24806,-84.23056,594 William Grove Road (CR 65),Ellaville,Schley,4/24/07,IV,https://epd.georgia.gov/document/pdf/23-10860/download,L,small_green 
10863,Paper Mill Road Undeveloped Tract,33.95250,-83.96278,Paper Mill Road and Springlake Road,Lawrenceville,Gwinnett,3/26/07,II,https://epd.georgia.gov/document/pdf/23-10863/download,L,small_green 
10867,"Coastal Concrete, Inc.",32.08194,-81.12778,2337 Louisville Road,Savannah,Chatham,7/27/07,V,https://epd.georgia.gov/document/pdf/23-10867/download,RP,small_red
10869,"Kemira Chemicals, Inc. Marietta Facility",33.99222,-84.52806,1654 West Oak Drive,Marietta,Cobb,8/22/07,II,https://epd.georgia.gov/document/pdf/23-10869/download,RP,small_red
10872,Hock's One Hour Martinizing/Embassy Cleaners,33.92694,-84.49194,1045 Franklin Gateway,Marietta,Cobb,7/17/08,II,https://epd.georgia.gov/document/pdf/23-10872/download,RP,small_red
10874,Proctor Square Cleaners,34.00083,-84.14278,3090 Buford Highway,Duluth,Gwinnett,9/7/07,II,https://epd.georgia.gov/document/pdf/23-10874/download,RP,small_red
10875,Silverstein's Cleaners,33.51194,-82.08806,3818 Washington Road,Martinez,Columbia,10/5/07,II,https://epd.georgia.gov/document/pdf/23-10875/download,RP,small_red
10876,Glennville Wood Preserving,31.94667,-81.94806,739 W. Barnard St. (State Hwy 23),Glennville,Tattnall,10/19/07,II,https://epd.georgia.gov/document/pdf/23-10876/download,A,small_yellow
10880,Dry Cleaning Depot,34.02778,-84.35778,1073 Alpharetta Street,Roswell,Fulton,11/5/07,V,https://epd.georgia.gov/document/pdf/23-10880/download,RP,small_red
10882,W.F. Taylor Co. Inc.,34.68861,-84.98944,209 Crown Lake Dr SE,Dalton,Whitfield,12/4/07,V,https://epd.georgia.gov/document/pdf/23-10882/download,RP,small_red
10884,JNV Investments Group (f.k.a Professional Cleaners),33.76278,-84.19528,4800 Redan Road (a.k.a 4808 Redan Road),Stone Mountain,Dekalb,12/27/07,V,https://epd.georgia.gov/document/pdf/23-10884/download,RP,small_red
10885,Plant McManus Substation,31.21278,-81.54500,1 Crispen Boulevard,Brunswick,Glynn,4/21/08,II,https://epd.georgia.gov/document/pdf/23-10885/download,RP,small_red
10889,Lincoln County - CR 121/Prater Landfill,33.82250,-82.46333,CR 121,Lincolnton,Lincoln,4/18/08,IV,https://epd.georgia.gov/document/pdf/23-10889/download,L,small_green 
10890,B&L Discount Auto,33.69278,-84.26083,3796 Flat Shoals Parkway,Decatur,DeKalb,4/25/08,V,https://epd.georgia.gov/document/pdf/23-10890/download,RP,small_red
10891,431 Vine Street (assoc. with Westside Lead NPL Site),33.76639,-84.40722,431 Vine Street,Atlanta,Fulton,6/19/08,II,https://epd.georgia.gov/document/pdf/23-10891/download,RP,small_red
10893,"Best Manufacturing Company,Armuchee Div",34.36417,-85.16917,29 Yarbrough Bend Rd NE,Rome,Floyd,8/26/08,V,https://epd.georgia.gov/document/pdf/23-10893/download,RP,small_red
10896,City of Waycross Blackwell Road Landfill,31.19500,-82.34806,1501 Blackwell Street,Waycross,Ware,12/31/08,IV,https://epd.georgia.gov/document/pdf/23-10896/download,L,small_green 
10897,Rita's Dry Cleaners,33.86083,-84.33250,"1382 Dresden Drive, NE",Atlanta,DeKalb,1/20/09,II,https://epd.georgia.gov/document/pdf/23-10897/download,RP,small_red
10900,Spears Mattress Company,34.23861,-85.17361,103 East 12th Street,Rome,Floyd,8/18/09,II,https://epd.georgia.gov/document/pdf/23-10900/download,RP,small_red
10901,Roper Pump Company,34.21472,-83.48250,3475 Old Maysville Road,Commerce,Jackson,11/23/09,V,https://epd.georgia.gov/document/pdf/23-10901/download,RP,small_red
10902,Rose City Cleaners (Former),30.83889,-83.98278,301 N. Broad Street,Thomasville,Thomas,11/10/09,V,https://epd.georgia.gov/document/pdf/23-10902/download,RP,small_red
10903,Hunter Army Airfield/TCE Plume,32.01444,-81.14417,"685 Horace Emmet Wilson Boulevard, Building 1201",Savannah,Chatham,11/20/09,II,https://epd.georgia.gov/document/pdf/23-10903/download,RP,small_red
10904,Carriage Cleaners (Former),33.85361,-84.38222,3617 Roswell Road,Atlanta,Fulton,4/5/10,II,https://epd.georgia.gov/document/pdf/23-10904/download,RP,small_red
10905,CSXT Property on Feeley Avenue,32.07500,-81.11389,Feeley Avenue between Magazine St. & Stiles Ave.,Savannah,Chatham,3/25/10,V,https://epd.georgia.gov/document/pdf/23-10905/download,RP,small_red
10909,Glynco Naval Air Station (Cotton Court Property),31.25194,-81.45222,"Lot 28, Airport Road and Indigo Drive",Brunswick,Glynn,5/12/10,II,https://epd.georgia.gov/document/pdf/23-10909/download,RP,small_red
10910,110 North Main Street,31.18139,-83.78861,110 North Main Street,Moultrie,Colquitt,7/16/10,II,https://epd.georgia.gov/document/pdf/23-10910/download,RP,small_red
10911,"DOT Sales and Supplies, Inc.",33.66722,-84.03944,880 and 884 Blacklawn Road,Conyers,Rockdale,9/3/10,I,https://epd.georgia.gov/document/pdf/23-10911/download,RP,small_red
10912,Grantville Mill,33.23750,-84.83167,41 Industrial Way,Grantville,Coweta,8/31/10,V,https://epd.georgia.gov/document/pdf/23-10912/download,RP,small_red
10913,Avalon Plant,34.50694,-83.21889,1068 Historic Highway 17,Toccoa,Stephens,9/24/10,V,https://epd.georgia.gov/document/pdf/23-10913/download,RP,small_red
10916,McTeer Food and Fuel,33.45639,-81.96889,1237 Gordon Highway,Augusta,Richmond,3/11/11,II,https://epd.georgia.gov/document/pdf/23-10916-0/download,RP,small_red
10919,2217 West Bay Street,32.09000,-81.12500,2217 West Bay Street,Savannah,Chatham,9/16/11,V,https://epd.georgia.gov/document/pdf/23-10919/download,RP,small_red
10921,Joy Dry Cleaners/Lee's Shopping Center,31.82667,-81.61972,862 East Elma G. Miles Parkway,Hinesville,Liberty,8/29/11,II,https://epd.georgia.gov/document/pdf/23-10921/download,RP,small_red
10922,One Hour Martinizing Cleaners (Former),33.92389,-84.57278,1115 Powder Springs Street,Marietta,Cobb,4/11/14,II,https://epd.georgia.gov/document/pdf/23-10922/download,RP,small_red
10923,"Rice Iron and Metals, Inc. (Former)",30.81889,-83.30528,2000 West Savannah Avenue,Valdosta,Lowndes,9/25/12,V,https://epd.georgia.gov/document/pdf/23-10923/download,RP,small_red
10924,"Amrep, Inc. - Cartersville (Former)",34.15500,-84.79167,63 Industrial Drive,Cartersville,Bartow,1/23/13,II,https://epd.georgia.gov/document/pdf/23-10924/download,RP,small_red
10925,Duck Barnes Dry Cleaners,30.84667,-83.30278,905 Baytree Road,Valdosta,Lowndes,8/15/13,II,https://epd.georgia.gov/document/pdf/23-10925/download,RP,small_red
10926,Guardian Automotive Corporation (dba SRG Global Covington),33.61278,-83.83500,10116 Industrial Boulevard,Covington,Newton,12/6/13,II,https://epd.georgia.gov/document/pdf/23-10926/download,RP,small_red
10927,Westside Cleaners (former),33.93500,-84.55667,700 Sandtown Road,Marietta,Cobb,11/22/13,V,https://epd.georgia.gov/document/pdf/23-10927/download,RP,small_red
10928,Pike County - County Farm Road MSWL,33.12111,-84.36472,County Farm Road,Zebulon,Pike,11/22/13,IV,https://epd.georgia.gov/document/pdf/23-10928/download,L,small_green 
10929,Pilot Wastewater Treatment Plant,32.97278,-85.02667,2990 Whitesville Road,Lagrange,Troup,12/17/14,V,https://epd.georgia.gov/document/pdf/23-10929/download,RP,small_red
10930,Cleveland Cleaners,34.59750,-83.76417,42 West Jarrard Street,Cleveland,White,11/2/15,II,https://epd.georgia.gov/document/pdf/23-10930/download,RP,small_red
10931,Ideal Cleaners,33.03944,-85.02778,224 Greenville Street,LaGrange,Troup,3/9/15,V,https://epd.georgia.gov/document/pdf/23-10931/download,RP,small_red
10932,Tropical Breeze Laundry,33.70806,-84.45444,1999 Campbellton Road,Atlanta,Fulton,5/31/16,II,https://epd.georgia.gov/document/pdf/23-10932/download,RP,small_red
10933,E. Cohn Property (Former),32.45583,-84.98306,715 5th Street,Columbus,Muscogee,9/4/15,V,https://epd.georgia.gov/document/pdf/23-10933/download,RP,small_red
10934,Spence Family Partnership,30.85722,-83.94806,15283 S US Hwy 19,Thomasville,Thomas,11/2/15,I,https://epd.georgia.gov/document/pdf/23-10934/download,RP,small_red
10935,Woodward Dry Cleaners (Former),33.24472,-84.26528,131 West College Street,Griffin,Spalding,12/21/15,II,https://epd.georgia.gov/document/pdf/23-10935/download,RP,small_red
10936,Brown and Brown Wrecker Service,33.89833,-84.28500,5828 New Peachtree Road,Doraville,Dekalb,12/2/15,II,https://epd.georgia.gov/document/pdf/23-10936/download,A,small_yellow
10937,Occidental Chemical Corporation,33.39000,-81.99250,1620 Marvin Griffin Road,Augusta,Richmond,5/17/16,IV,https://epd.georgia.gov/document/pdf/23-10937/download,RP,small_red
10938,East Coast Asphalt,31.22333,-82.36861,1108 M Street,Waycross,Ware,2/2/17,V,https://epd.georgia.gov/document/pdf/23-10938/download,RP,small_red
10939,Noble Cleaners (Former),33.97028,-84.53444,786 Allgood Road,Marietta,Cobb,1/10/17,V,https://epd.georgia.gov/document/pdf/23-10939/download,RP,small_red
10940,Star Cleaners (Former),32.46083,-83.73111,1109 Macon Street,Perry,Houston,1/31/17,II,https://epd.georgia.gov/document/pdf/23-10940/download,RP,small_red
10941,US Cleaners,34.06833,-84.52056,4796 Canton Road,Marietta,Cobb,2/15/17,II,https://epd.georgia.gov/document/pdf/23-10941/download,RP,small_red
10942,Nelms Drive Landfill,33.66944,-84.28083,1374 and 1388 Nelms Drive,Decatur,Dekalb,3/7/17,V,https://epd.georgia.gov/document/pdf/23-10942/download,L,small_green 
10943,Milliken & Company,34.54639,-83.40139,9202 Ayersville Road,Toccoa,Stephens,3/10/17,I,https://epd.georgia.gov/document/pdf/23-10943/download,RP,small_red
10944,U.S. Army - Fort Gillem - Southeast Burial Site,33.61806,-84.31806,Stephens Lake Road & South 3rd Street,Forest Park,Clayton,6/22/17,I,https://epd.georgia.gov/document/pdf/23-10944/download,RP,small_red
10945,Master Kleen Site (Former),33.81472,-84.26972,2310 Lawrenceville Highway,Decatur,Dekalb,9/8/17,II,https://epd.georgia.gov/document/pdf/23-10945/download,RP,small_red
10946,Albany Theater,31.58278,-84.15417,107 North Jackson Street,Albany,Dougherty,10/16/17,II,https://epd.georgia.gov/document/pdf/23-10946/download,RP,small_red
10947,New Heritage Cleaners (Former),33.94333,-83.99306,418 Gwinnett Drive,Lawrenceville,Gwinnett,2/27/18,II,https://epd.georgia.gov/document/pdf/23-10947/download,RP,small_red
10948,Agri-Cycle,34.19111,-83.72861,1184 Main Street,Talmo,Jackson,5/22/18,I,https://epd.georgia.gov/document/pdf/23-10948/download,A,small_yellow
10949,60 Minute Cleaners,33.68194,-84.40694,525 Cleveland Avenue,Atlanta,Fulton,7/24/18,II,https://epd.georgia.gov/document/pdf/23-10949/download,RP,small_red
10950,River Oak Plaza Shopping Center,33.88833,-84.06222,851 Oak Road,Lawrenceville,Gwinnett,2/19/19,V,https://epd.georgia.gov/document/pdf/23-10950/download,RP,small_red
10951,Armstrong World Industries (Macon Plant) - NPL Site,32.76861,-83.65083,4520 Broadway Road,Macon,Bibb,4/2/19,IV,https://epd.georgia.gov/document/pdf/23-10951/download,RP,small_red
10952,"AAA Asphalt Products, Inc.",32.68222,-83.70722,329 Smith Road,Byron,Peach,7/16/19,V,https://epd.georgia.gov/document/pdf/23-10952/download,RP,small_red
10954,Bradley Circle Properties/Bradley Circle Landfill (Former),32.48944,-84.99278,2 & 5 27th Street,Columbus,Muscogee,6/23/20,II,https://epd.georgia.gov/document/pdf/23-10954/download,L,small_green 
10955,Spalding Square Shopping Center,33.22056,-84.26889,1108 Zebulon Road,Griffin,Spalding,5/4/20,V,https://epd.georgia.gov/document/pdf/23-10955/download,RP,small_red
10956,Ace Pole Company,31.25667,-82.29306,6352 Timber Lane,Blackshear,Pierce,5/28/20,V,https://epd.georgia.gov/document/pdf/23-10956/download,RP,small_red
10957,Sunny Cleaner,33.49972,-84.24778,1920 Hudson Bridge Road,Stockbridge,Henry,3/1/21,II,https://epd.georgia.gov/document/pdf/23-10957/download,RP,small_red
10958,Pine Grove/Appling County Herbicide Spill,31.81250,-82.45111,Norfolk Southern Railroad Crossing at Buck Head Rd,Pine Grove,Appling,10/8/21,I,https://epd.georgia.gov/document/pdf/23-10958/download,RP,small_red
10959,455 Virgil Drive,34.73639,-84.96500,455 Virgil Drive,Dalton,Whitfield,10/28/21,II,https://epd.georgia.gov/document/pdf/23-10959/download,RP,small_red
10960,15667 Alabama Highway,34.76833,-85.15000,15667 Alabama Highway,Rock Spring,Catoosa,10/28/21,II,https://epd.georgia.gov/document/pdf/23-10960/download,RP,small_red
10961,21-Acre Undeveloped Parcel,33.81417,-84.48250,James Jackson Pkwy @ Chattahoochee River,Atlanta,Fulton,12/21/21,II,https://epd.georgia.gov/document/pdf/23-10961/download,RP,small_red
10962,Piedmont Paints and Primer (Former),34.53639,-83.30111,80 Isaac Walker Road,Toccoa,Stephens,6/1/22,II,https://epd.georgia.gov/document/pdf/23-10962/download,RP,small_red
10963,Aerospace Defense Coatings (ADC) - Main Plant,32.69833,-83.66333,7700 NE Industrial Blvd,Macon,Bibb,6/1/23,I,https://epd.georgia.gov/document/pdf/23-10963/download,RP,small_red
10964,Aerospace Defense Coatings (ADC) - Grace Plant,32.70667,-83.66611,2790 Grace Road,Macon,Bibb,6/1/23,I,https://epd.georgia.gov/document/pdf/23-10964/download,RP,small_red